instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,last_modified
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0.0,6,6,2023-03-23 02:00:13.197726
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2.0,3,5,2023-03-23 02:00:13.197726
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1.0,0,1,2023-03-23 02:00:13.197726
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0.0,3,3,2023-03-23 02:00:13.197726
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0.0,1,1,2023-03-23 02:00:13.197726
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1.0,2,3,2023-03-23 02:00:13.197726
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0.0,3,3,2023-03-23 02:00:13.197726
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0.0,31,31,2023-03-23 02:00:13.197726
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2.0,75,77,2023-03-23 02:00:13.197726
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4.0,184,188,2023-03-23 02:00:13.197726
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2.0,92,94,2023-03-23 02:00:13.197726
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0.0,31,31,2023-03-23 02:00:13.197726
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2.0,28,30,2023-03-23 02:00:13.197726
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5.0,47,52,2023-03-23 02:00:13.197726
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4.0,50,54,2023-03-23 02:00:13.197726
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0.0,47,47,2023-03-23 02:00:13.197726
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2.0,43,45,2023-03-23 02:00:13.197726
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4.0,70,74,2023-03-23 02:00:13.197726
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4.0,174,178,2023-03-23 02:00:13.197726
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1.0,154,155,2023-03-23 02:00:13.197726
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3.0,92,95,2023-03-23 02:00:13.197726
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1.0,73,74,2023-03-23 02:00:13.197726
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1.0,37,38,2023-03-23 02:00:13.197726
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2.0,22,24,2023-03-23 02:00:13.197726
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0.0,18,18,2023-03-23 02:00:13.197726
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2.0,10,12,2023-03-23 02:00:13.197726
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0.0,3,3,2023-03-23 02:00:13.197726
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0.0,3,3,2023-03-23 02:00:13.197726
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0.0,6,6,2023-03-23 02:00:13.197726
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0.0,27,27,2023-03-23 02:00:13.197726
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2.0,97,99,2023-03-23 02:00:13.197726
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3.0,214,217,2023-03-23 02:00:13.197726
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3.0,127,130,2023-03-23 02:00:13.197726
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3.0,51,54,2023-03-23 02:00:13.197726
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4.0,31,35,2023-03-23 02:00:13.197726
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2.0,55,57,2023-03-23 02:00:13.197726
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6.0,46,52,2023-03-23 02:00:13.197726
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3.0,60,63,2023-03-23 02:00:13.197726
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2.0,45,47,2023-03-23 02:00:13.197726
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4.0,72,76,2023-03-23 02:00:13.197726
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6.0,130,136,2023-03-23 02:00:13.197726
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1.0,94,95,2023-03-23 02:00:13.197726
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0.0,51,51,2023-03-23 02:00:13.197726
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0.0,32,32,2023-03-23 02:00:13.197726
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0.0,20,20,2023-03-23 02:00:13.197726
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1.0,28,29,2023-03-23 02:00:13.197726
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1.0,18,19,2023-03-23 02:00:13.197726
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0.0,7,7,2023-03-23 02:00:13.197726
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0.0,6,6,2023-03-23 02:00:13.197726
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0.0,1,1,2023-03-23 02:00:13.197726
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0.0,5,5,2023-03-23 02:00:13.197726
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0.0,16,16,2023-03-23 02:00:13.197726
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0.0,54,54,2023-03-23 02:00:13.197726
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3.0,125,128,2023-03-23 02:00:13.197726
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3.0,78,81,2023-03-23 02:00:13.197726
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0.0,39,39,2023-03-23 02:00:13.197726
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3.0,32,35,2023-03-23 02:00:13.197726
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3.0,52,55,2023-03-23 02:00:13.197726
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0.0,49,49,2023-03-23 02:00:13.197726
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0.0,44,44,2023-03-23 02:00:13.197726
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1.0,48,49,2023-03-23 02:00:13.197726
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5.0,63,68,2023-03-23 02:00:13.197726
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0.0,139,139,2023-03-23 02:00:13.197726
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2.0,135,137,2023-03-23 02:00:13.197726
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1.0,82,83,2023-03-23 02:00:13.197726
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2.0,54,56,2023-03-23 02:00:13.197726
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0.0,57,57,2023-03-23 02:00:13.197726
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1.0,32,33,2023-03-23 02:00:13.197726
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1.0,19,20,2023-03-23 02:00:13.197726
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1.0,6,7,2023-03-23 02:00:13.197726
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0.0,2,2,2023-03-23 02:00:13.197726
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0.0,2,2,2023-03-23 02:00:13.197726
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0.0,3,3,2023-03-23 02:00:13.197726
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0.0,4,4,2023-03-23 02:00:13.197726
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0.0,3,3,2023-03-23 02:00:13.197726
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0.0,28,28,2023-03-23 02:00:13.197726
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0.0,72,72,2023-03-23 02:00:13.197726
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5.0,197,202,2023-03-23 02:00:13.197726
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2.0,137,139,2023-03-23 02:00:13.197726
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2.0,36,38,2023-03-23 02:00:13.197726
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4.0,33,37,2023-03-23 02:00:13.197726
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3.0,49,52,2023-03-23 02:00:13.197726
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2.0,81,83,2023-03-23 02:00:13.197726
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3.0,39,42,2023-03-23 02:00:13.197726
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5.0,55,60,2023-03-23 02:00:13.197726
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2.0,76,78,2023-03-23 02:00:13.197726
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4.0,158,162,2023-03-23 02:00:13.197726
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3.0,141,144,2023-03-23 02:00:13.197726
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1.0,98,99,2023-03-23 02:00:13.197726
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0.0,64,64,2023-03-23 02:00:13.197726
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0.0,40,40,2023-03-23 02:00:13.197726
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0.0,30,30,2023-03-23 02:00:13.197726
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1.0,14,15,2023-03-23 02:00:13.197726
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0.0,14,14,2023-03-23 02:00:13.197726
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0.0,5,5,2023-03-23 02:00:13.197726
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0.0,1,1,2023-03-23 02:00:13.197726
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0.0,1,1,2023-03-23 02:00:13.197726
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0.0,8,8,2023-03-23 02:00:13.197726
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0.0,17,17,2023-03-23 02:00:13.197726
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0.0,70,70,2023-03-23 02:00:13.197726
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2.0,156,158,2023-03-23 02:00:13.197726
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0.0,117,117,2023-03-23 02:00:13.197726
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4.0,40,44,2023-03-23 02:00:13.197726
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6.0,47,53,2023-03-23 02:00:13.197726
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2.0,59,61,2023-03-23 02:00:13.197726
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4.0,73,77,2023-03-23 02:00:13.197726
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5.0,59,64,2023-03-23 02:00:13.197726
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9.0,59,68,2023-03-23 02:00:13.197726
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3.0,87,90,2023-03-23 02:00:13.197726
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4.0,155,159,2023-03-23 02:00:13.197726
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5.0,134,139,2023-03-23 02:00:13.197726
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3.0,89,92,2023-03-23 02:00:13.197726
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0.0,68,68,2023-03-23 02:00:13.197726
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4.0,48,52,2023-03-23 02:00:13.197726
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2.0,34,36,2023-03-23 02:00:13.197726
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1.0,26,27,2023-03-23 02:00:13.197726
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3.0,25,28,2023-03-23 02:00:13.197726
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2.0,18,20,2023-03-23 02:00:13.197726
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0.0,12,12,2023-03-23 02:00:13.197726
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1.0,7,8,2023-03-23 02:00:13.197726
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0.0,5,5,2023-03-23 02:00:13.197726
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0.0,1,1,2023-03-23 02:00:13.197726
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1.0,2,3,2023-03-23 02:00:13.197726
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1.0,9,10,2023-03-23 02:00:13.197726
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1.0,22,23,2023-03-23 02:00:13.197726
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2.0,31,33,2023-03-23 02:00:13.197726
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2.0,57,59,2023-03-23 02:00:13.197726
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18.0,54,72,2023-03-23 02:00:13.197726
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15.0,74,89,2023-03-23 02:00:13.197726
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21.0,80,101,2023-03-23 02:00:13.197726
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26.0,92,118,2023-03-23 02:00:13.197726
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21.0,108,129,2023-03-23 02:00:13.197726
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33.0,95,128,2023-03-23 02:00:13.197726
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29.0,54,83,2023-03-23 02:00:13.197726
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15.0,69,84,2023-03-23 02:00:13.197726
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14.0,60,74,2023-03-23 02:00:13.197726
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6.0,35,41,2023-03-23 02:00:13.197726
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6.0,51,57,2023-03-23 02:00:13.197726
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0.0,26,26,2023-03-23 02:00:13.197726
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5.0,39,44,2023-03-23 02:00:13.197726
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6.0,33,39,2023-03-23 02:00:13.197726
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4.0,19,23,2023-03-23 02:00:13.197726
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3.0,13,16,2023-03-23 02:00:13.197726
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9.0,6,15,2023-03-23 02:00:13.197726
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0.0,1,1,2023-03-23 02:00:13.197726
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1.0,1,2,2023-03-23 02:00:13.197726
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0.0,1,1,2023-03-23 02:00:13.197726
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0.0,3,3,2023-03-23 02:00:13.197726
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0.0,18,18,2023-03-23 02:00:13.197726
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3.0,29,32,2023-03-23 02:00:13.197726
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8.0,71,79,2023-03-23 02:00:13.197726
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23.0,70,93,2023-03-23 02:00:13.197726
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29.0,75,104,2023-03-23 02:00:13.197726
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23.0,95,118,2023-03-23 02:00:13.197726
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22.0,69,91,2023-03-23 02:00:13.197726
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35.0,78,113,2023-03-23 02:00:13.197726
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22.0,77,99,2023-03-23 02:00:13.197726
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23.0,82,105,2023-03-23 02:00:13.197726
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11.0,56,67,2023-03-23 02:00:13.197726
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14.0,47,61,2023-03-23 02:00:13.197726
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7.0,50,57,2023-03-23 02:00:13.197726
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6.0,22,28,2023-03-23 02:00:13.197726
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2.0,19,21,2023-03-23 02:00:13.197726
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0.0,18,18,2023-03-23 02:00:13.197726
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1.0,16,17,2023-03-23 02:00:13.197726
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1.0,15,16,2023-03-23 02:00:13.197726
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0.0,8,8,2023-03-23 02:00:13.197726
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0.0,2,2,2023-03-23 02:00:13.197726
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1.0,2,3,2023-03-23 02:00:13.197726
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0.0,1,1,2023-03-23 02:00:13.197726
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0.0,5,5,2023-03-23 02:00:13.197726
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4.0,9,13,2023-03-23 02:00:13.197726
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3.0,30,33,2023-03-23 02:00:13.197726
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8.0,39,47,2023-03-23 02:00:13.197726
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7.0,50,57,2023-03-23 02:00:13.197726
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9.0,55,64,2023-03-23 02:00:13.197726
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10.0,70,80,2023-03-23 02:00:13.197726
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13.0,80,93,2023-03-23 02:00:13.197726
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12.0,74,86,2023-03-23 02:00:13.197726
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21.0,72,93,2023-03-23 02:00:13.197726
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6.0,76,82,2023-03-23 02:00:13.197726
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4.0,67,71,2023-03-23 02:00:13.197726
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7.0,85,92,2023-03-23 02:00:13.197726
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2.0,58,60,2023-03-23 02:00:13.197726
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4.0,29,33,2023-03-23 02:00:13.197726
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3.0,24,27,2023-03-23 02:00:13.197726
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0.0,13,13,2023-03-23 02:00:13.197726
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1.0,3,4,2023-03-23 02:00:13.197726
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0.0,3,3,2023-03-23 02:00:13.197726
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0.0,22,22,2023-03-23 02:00:13.197726
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2.0,26,28,2023-03-23 02:00:13.197726
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3.0,32,35,2023-03-23 02:00:13.197726
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0.0,61,61,2023-03-23 02:00:13.197726
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1.0,124,125,2023-03-23 02:00:13.197726
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1.0,132,133,2023-03-23 02:00:13.197726
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1.0,98,99,2023-03-23 02:00:13.197726
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0.0,83,83,2023-03-23 02:00:13.197726
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0.0,41,41,2023-03-23 02:00:13.197726
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0.0,33,33,2023-03-23 02:00:13.197726
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1.0,19,20,2023-03-23 02:00:13.197726
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0.0,3,3,2023-03-23 02:00:13.197726
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1.0,6,7,2023-03-23 02:00:13.197726
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0.0,3,3,2023-03-23 02:00:13.197726
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1.0,1,2,2023-03-23 02:00:13.197726
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0.0,7,7,2023-03-23 02:00:13.197726
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0.0,32,32,2023-03-23 02:00:13.197726
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1.0,89,90,2023-03-23 02:00:13.197726
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1.0,196,197,2023-03-23 02:00:13.197726
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2.0,107,109,2023-03-23 02:00:13.197726
